"100,00%","100,00%",2,2,t,f,Copacabana,7,2.5 ,3,3,$800.00,7,30,7,7,30,30,7.0,30.0,t,19,49,69,344,5,0,0,4.0,4.0,f,1,1,0,0.07,,,,,,,,
"90,00%","98,00%",2,2,t,t,Copacabana,4,1,1,2,$497.00,2,45,2,4,1125,1125,2.1,1125.0,t,0,0,19,109,207,24,5,4.77,4.79,t,1,1,0,2.87,,,,,,,,
"0,00%","0,00%",1,1,t,f,Barra da Tijuca,3,1.5 ,1,1,$270.00,4,15,4,4,15,15,4.0,15.0,t,0,21,42,307,1,0,0,5.0,5.0,f,1,1,0,0.04,,,,,,,,
"100,00%","100,00%",6,6,t,t,Copacabana,1,1,1,1,$131.00,1,1124,1,5,1125,1125,1.3,1125.0,t,11,35,65,72,490,70,5,4.87,4.9,t,2,0,2,6.83,,,,,,,,
N/A,N/A,1,1,t,f,Barra da Tijuca,5,2,1,2,"$2,270.00",1,5,1,1,5,5,1.0,5.0,t,28,58,88,363,0,0,0,,,f,1,1,0,,,,,,,,,
"98,00%","6,00%",51,51,t,t,Ipanema,6,2,2,2,$600.00,2,30,2,2,30,30,2.0,30.0,t,20,50,76,351,4,0,0,4.75,4.25,f,47,47,0,0.06,,,,,,,,
"100,00%",N/A,2,2,t,f,Barra da Tijuca,9,5.5 ,4,6,"$2,250.00",5,30,5,5,30,30,5.0,30.0,t,30,60,90,365,2,0,0,4.5,5.0,f,1,1,0,0.03,,,,,,,,
"100,00%","57,00%",1,1,t,t,Leblon,4,2,2,2,"$1,143.00",3,1125,3,3,1125,1125,3.0,1125.0,t,3,32,56,331,27,4,0,4.96,4.85,f,1,1,0,0.39,,,,,,,,
"0,00%",N/A,2,2,t,f,Barra da Tijuca,4,2,2,2,$821.00,2,1125,2,2,1125,1125,2.0,1125.0,t,29,59,89,179,0,0,0,,,f,2,0,2,,,,,,,,,
"0,00%",N/A,2,2,t,f,Barra da Tijuca,4,2,2,2,$821.00,2,1125,2,2,1125,1125,2.0,1125.0,t,30,60,90,365,0,0,0,,,f,2,0,2,,,,,,,,,
N/A,N/A,1,1,t,f,Recreio dos Bandeirantes,5,3,3,4,"$1,703.00",1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,365,0,0,0,,,f,1,1,0,,,,,,,,,
"92,00%","55,00%",4,4,t,f,Copacabana,5,1,1,7,$406.00,3,90,3,6,90,90,3.1,90.0,t,0,22,44,134,6,3,0,4.33,4.67,f,3,3,0,0.08,,,,,,,,
"100,00%","100,00%",1,1,t,t,Estácio,6,2,3,4,$357.00,2,1125,2,5,1125,1125,2.1,1125.0,t,22,52,72,252,74,8,1,4.88,4.76,t,1,1,0,1.06,,,,,,,,
N/A,N/A,1,1,t,f,Lagoa,4,3,2,2,"$4,540.00",15,30,15,15,30,30,15.0,30.0,t,30,60,90,365,0,0,0,,,f,1,1,0,,,,,,,,,
N/A,N/A,1,1,t,f,Recreio dos Bandeirantes,2,1,1,2,$486.00,2,1125,2,2,1125,1125,2.0,1125.0,t,30,60,90,365,0,0,0,,,f,1,0,1,,,,,,,,,
"100,00%","100,00%",2,2,t,t,Santa Teresa,3,1,2,2,$286.00,2,1125,2,2,1125,1125,2.0,1125.0,t,9,25,48,323,198,4,0,4.93,4.92,t,2,2,0,2.79,,,,,,,,
N/A,N/A,1,1,t,f,Centro,4,4.5 ,3,4,"$2,429.00",3,1125,3,3,1125,1125,3.0,1125.0,t,28,58,88,89,0,0,0,,,f,1,1,0,,,,,,,,,
"0,00%",N/A,2,2,t,t,Freguesia (Jacarepaguá),2,3,1,1,$180.00,1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,365,3,0,0,2.0,1.0,t,2,0,2,0.04,,,,,,,,
N/A,N/A,1,1,t,f,Catete,2,1,1,1,$130.00,3,30,3,3,30,30,3.0,30.0,t,0,0,0,178,3,2,0,5.0,4.67,f,1,1,0,0.13,,,,,,,,
"0,00%",N/A,1,1,t,t,Santa Teresa,1,1.5 ,1,1,$130.00,2,1125,2,2,1125,1125,2.0,1125.0,t,30,60,90,365,1,0,0,5.0,5.0,f,1,0,1,0.02,,,,,,,,
N/A,N/A,1,1,t,f,Jacarepaguá,4,2,2,3,"$1,589.00",5,1125,5,5,1125,1125,5.0,1125.0,t,30,60,90,365,1,0,0,5.0,5.0,t,1,1,0,0.02,,,,,,,,
N/A,N/A,3,3,t,t,Jacarepaguá,2,1,1,1,$778.00,3,60,3,3,60,60,3.0,60.0,t,30,60,90,365,0,0,0,,,f,3,1,2,,,,,,,,,
"100,00%","0,00%",0,0,t,f,Botafogo,4,1,1,3,$665.00,4,1125,4,4,1125,1125,4.0,1125.0,t,27,57,68,68,7,0,0,4.33,4.67,f,1,1,0,0.10,,,,,,,,
"50,00%",N/A,1,1,t,f,Copacabana,10,3,3,24,"$2,705.00",31,1125,31,31,1125,1125,31.0,1125.0,t,30,60,90,365,0,0,0,,,t,1,0,1,,,,,,,,,
"100,00%","100,00%",1,1,t,t,Copacabana,6,3,3,6,$644.00,3,60,3,3,60,60,3.0,60.0,t,0,3,18,25,151,23,2,4.97,4.88,f,1,1,0,2.11,,,,,,,,
N/A,N/A,2,2,t,f,São Cristóvão,4,2,1,1,$709.00,2,1125,2,2,1125,1125,2.0,1125.0,t,30,60,90,365,0,0,0,,,f,2,0,2,,,,,,,,,
"0,00%",N/A,2,2,t,f,Vargem Pequena,2,2,1,1,$450.00,1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,365,0,0,0,,,f,2,0,2,,,,,,,,,
"0,00%",N/A,1,1,t,f,Vargem Grande,4,1,1,2,$312.00,1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,365,0,0,0,,,f,1,0,1,,,,,,,,,
"100,00%","100,00%",2,2,t,t,Copacabana,6,2,2,4,"$1,341.00",3,365,3,4,1125,1125,3.0,1125.0,t,6,14,44,83,68,16,1,4.76,4.66,t,1,1,0,0.95,,,,,,,,
"97,00%","16,00%",58,58,t,t,Ipanema,4,1,2,1,"$1,022.00",1,1125,1,1,1125,1125,1.0,1125.0,t,27,57,87,362,0,0,0,,,f,56,47,9,,,,,,,,,
"100,00%","86,00%",1,1,t,t,Jacarepaguá,3,1,1,2,$126.00,3,1125,3,3,1125,1125,3.0,1125.0,t,0,10,31,103,39,15,1,4.79,4.85,f,1,1,0,0.60,,,,,,,,
N/A,N/A,3,3,t,t,Ipanema,2,1,1,1,$255.00,1,30,1,1,30,30,1.0,30.0,t,0,0,0,268,68,0,0,4.84,4.75,f,3,0,3,0.95,,,,,,,,
"100,00%","100,00%",5,5,t,t,Santa Teresa,2,1,1,1,$131.00,5,15,5,5,1125,1125,5.0,1125.0,t,0,3,3,3,122,9,1,4.99,4.93,t,1,0,1,1.87,,,,,,,,
"10,00%","0,00%",4,4,t,t,Barra da Tijuca,6,2,2,4,$900.00,40,1125,40,40,1125,1125,40.0,1125.0,t,30,60,90,365,7,0,0,5.0,5.0,f,3,3,0,0.10,,,,,,,,
"100,00%","33,00%",2,2,t,t,Botafogo,4,1.5 ,1,2,$744.00,5,30,5,5,30,30,5.0,30.0,t,24,52,73,348,9,1,0,5.0,4.89,f,2,1,1,0.13,,,,,,,,
N/A,N/A,3,3,t,t,Jacarepaguá,2,1,1,1,"$1,419.00",1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,365,0,0,0,,,f,3,1,2,,,,,,,,,
"100,00%",N/A,2,2,t,f,Copacabana,6,3.5 ,3,3,$647.00,30,1125,30,30,1125,1125,30.0,1125.0,t,28,58,88,363,1,0,0,0.0,,f,1,1,0,0.01,,,,,,,,
N/A,N/A,1,1,t,f,Pechincha,8,4,2,6,"$1,703.00",12,45,12,12,45,45,12.0,45.0,t,28,58,88,363,0,0,0,,,f,1,1,0,,,,,,,,,
N/A,N/A,1,1,t,f,Leblon,4,2,2,2,"$3,121.00",7,1125,7,7,1125,1125,7.0,1125.0,t,29,59,89,364,0,0,0,,,f,1,1,0,,,,,,,,,
"0,00%","0,00%",1,1,t,f,Leblon,3,1,2,2,$457.00,3,20,3,3,20,20,3.0,20.0,t,24,54,79,354,4,0,0,5.0,5.0,f,1,1,0,0.06,,,,,,,,
N/A,"0,00%",1,1,t,t,Ipanema,4,2,2,4,"$1,000.00",5,1125,5,5,1125,1125,5.0,1125.0,t,0,22,47,137,3,0,0,5.0,4.67,f,1,1,0,0.05,,,,,,,,
"97,00%","16,00%",58,58,t,t,Leblon,6,3,3,2,"$1,135.00",1,1125,1,1,1125,1125,1.0,1125.0,t,26,56,81,356,0,0,0,,,f,56,47,9,,,,,,,,,
"0,00%",N/A,1,1,t,f,Barra da Tijuca,5,2,2,2,"$1,000.00",10,10,10,10,10,10,10.0,10.0,t,29,59,89,364,0,0,0,,,f,1,1,0,,,,,,,,,
"100,00%",N/A,3,3,t,t,Centro,3,2,1,1,$209.00,3,30,3,3,30,30,3.0,30.0,t,29,59,89,364,1,0,0,5.0,4.0,t,2,0,2,0.04,,,,,,,,
"100,00%","100,00%",2,2,t,t,Recreio dos Bandeirantes,10,7,5,7,"$1,500.00",3,1125,3,3,1125,1125,3.0,1125.0,t,11,41,61,336,8,2,1,5.0,4.88,f,1,1,0,0.12,,,,,,,,
"84,00%","97,00%",27,27,t,t,Ipanema,5,1,2,4,"$1,486.00",4,1125,4,7,1125,1125,4.2,1125.0,t,12,20,22,27,143,24,3,4.86,4.74,t,39,39,0,2.30,,,,,,,,
N/A,N/A,1,1,t,f,Santa Teresa,2,1,1,1,$255.00,3,28,3,3,28,28,3.0,28.0,f,0,0,0,0,0,0,0,,,f,1,0,1,,,,,,,,,
"90,00%","86,00%",3,3,t,t,Copacabana,1,1,1,1,$67.00,8,40,8,8,40,40,8.0,40.0,t,0,7,18,126,3,0,0,5.0,4.67,f,5,4,1,0.04,,,,,,,,
"0,00%",N/A,1,1,t,t,Gávea,6,3.5 ,4,5,"$4,256.00",7,21,7,7,21,21,7.0,21.0,t,29,59,89,364,0,0,0,,,t,1,1,0,,,,,,,,,
N/A,N/A,1,1,t,f,Portuguesa,2,1,1,1,$136.00,2,60,2,2,60,60,2.0,60.0,t,28,58,88,363,0,0,0,,,f,1,0,1,,,,,,,,,
"100,00%","100,00%",1,1,t,t,Copacabana,2,2,1,1,"$1,200.00",5,1125,5,5,1125,1125,5.0,1125.0,t,3,3,3,3,6,0,0,5.0,4.67,t,1,1,0,0.12,,,,,,,,
"75,00%","0,00%",1,1,t,f,Centro,2,1,,1,$85.00,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,25,25,25,0,0,4.84,4.8,f,1,1,0,0.36,,,,,,,,
N/A,N/A,1,1,t,f,Freguesia (Jacarepaguá),6,1,2,5,$965.00,3,15,3,3,15,15,3.0,15.0,t,29,59,89,364,0,0,0,,,f,1,1,0,,,,,,,,,
"0,00%","0,00%",2,2,t,f,Copacabana,2,1,1,1,$296.00,3,1125,3,3,1125,1125,3.0,1125.0,t,24,54,84,359,0,0,0,,,f,1,0,1,,,,,,,,,
"0,00%","0,00%",0,0,t,t,Copacabana,10,7.5 ,5,7,"$3,900.00",3,1125,3,3,1125,1125,3.0,1125.0,t,24,54,78,353,0,0,0,,,f,1,1,0,,,,,,,,,
"100,00%","95,00%",5,5,t,t,Ipanema,2,1,1,1,$250.00,4,90,4,4,90,90,4.0,90.0,t,25,55,79,354,7,2,0,4.86,4.57,f,3,0,3,0.11,,,,,,,,
"50,00%",N/A,1,1,t,f,Humaitá,2,1,1,1,$400.00,4,1125,4,4,1125,1125,4.0,1125.0,t,24,54,84,359,0,0,0,,,f,1,1,0,,,,,,,,,
"100,00%","0,00%",3,3,t,t,Copacabana,2,1,1,2,$160.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,225,6,0,0,4.83,5.0,f,3,0,3,0.10,,,,,,,,
N/A,N/A,1,1,t,f,Botafogo,1,1,1,1,"$1,021.00",1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,365,0,0,0,,,f,1,0,1,,,,,,,,,
"100,00%","83,00%",3,3,t,t,Barra da Tijuca,5,2,3,3,$714.00,10,240,10,10,240,240,10.0,240.0,t,16,46,63,336,18,2,0,4.89,4.39,f,2,2,0,0.28,,,,,,,,
"100,00%","100,00%",2,2,t,t,Catete,2,1,1,1,$336.00,3,1125,3,3,1125,1125,3.0,1125.0,t,25,55,85,91,4,0,0,5.0,5.0,t,2,2,0,0.10,,,,,,,,
"100,00%","98,00%",1,1,t,t,Centro,7,1,1,3,$286.00,1,1125,1,5,1125,1125,1.1,1125.0,t,9,35,60,325,154,37,6,4.96,4.88,t,1,1,0,2.19,,,,,,,,
"100,00%","100,00%",2,2,t,t,Leme,2,1,1,3,$73.00,2,1125,2,4,1125,1125,2.0,1125.0,t,21,49,67,246,47,4,0,4.62,4.78,t,2,1,1,0.66,,,,,,,,
"100,00%","87,00%",1,1,t,t,Barra da Tijuca,5,2,2,2,$500.00,2,1125,2,5,1125,1125,2.2,1125.0,t,0,7,32,298,57,10,1,4.96,4.77,f,1,1,0,0.83,,,,,,,,
"100,00%","6,00%",2,2,t,f,Copacabana,1,1,1,2,$80.00,3,1125,3,3,1125,1125,3.0,1125.0,t,19,46,72,347,33,0,0,5.0,4.94,f,2,0,2,0.46,,,,,,,,
"78,00%","67,00%",1,1,t,t,Copacabana,3,1,1,1,$517.00,2,1125,2,2,1125,1125,2.0,1125.0,t,21,38,63,153,17,2,0,4.59,4.56,f,1,1,0,0.28,,,,,,,,
"0,00%","0,00%",2,2,t,f,Ipanema,1,2.5 ,1,1,$180.00,1,1125,1,1,1125,1125,1.0,1125.0,t,25,55,85,360,10,0,0,4.3,4.44,f,2,0,2,0.15,,,,,,,,
"99,00%","54,00%",26,26,t,t,Copacabana,6,1,2,5,$941.00,4,1125,4,5,1125,1125,4.1,1125.0,t,22,52,82,357,1,0,0,4.0,4.0,f,23,23,0,0.02,,,,,,,,
N/A,N/A,1,1,t,f,Recreio dos Bandeirantes,6,2,3,3,"$1,021.00",1,1125,1,1,1125,1125,1.0,1125.0,t,28,58,88,363,0,0,0,,,f,1,1,0,,,,,,,,,
N/A,N/A,1,1,t,f,Lagoa,6,2,3,3,"$1,135.00",7,1125,7,7,1125,1125,7.0,1125.0,t,28,58,88,363,0,0,0,,,f,1,1,0,,,,,,,,,
N/A,N/A,2,2,t,f,São Cristóvão,2,1,1,1,$426.00,1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,365,0,0,0,,,f,2,0,2,,,,,,,,,
"100,00%","95,00%",8,8,t,t,Catete,7,1.5 ,1,5,$618.00,2,89,2,5,1125,1125,2.2,1125.0,t,14,44,74,279,40,1,1,4.73,4.68,t,9,9,0,0.56,,,,,,,,
"0,00%",N/A,2,2,t,t,Freguesia (Jacarepaguá),1,3,1,1,$120.00,1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,365,4,0,0,4.67,5.0,t,2,0,2,0.06,,,,,,,,
"100,00%","0,00%",1,1,t,f,Barra da Tijuca,12,4,5,8,"$2,971.00",2,1125,2,2,1125,1125,2.0,1125.0,t,22,52,82,357,4,0,0,5.0,5.0,f,1,1,0,0.08,,,,,,,,
"60,00%","100,00%",2,2,t,t,Tijuca,6,1.5 ,3,3,$569.00,2,1125,2,2,1125,1125,2.0,1125.0,t,26,56,86,361,1,0,0,5.0,5.0,f,2,2,0,0.02,,,,,,,,
"100,00%","50,00%",1,1,t,t,Copacabana,3,1,1,1,$400.00,3,7,3,5,7,7,3.2,7.0,t,0,0,0,0,0,0,0,,,f,1,1,0,,,,,,,,,
"0,00%",N/A,1,1,t,f,Jacarepaguá,4,2.5 ,2,2,$700.00,5,1125,5,5,1125,1125,5.0,1125.0,t,30,60,90,365,0,0,0,,,f,1,1,0,,,,,,,,,
"100,00%","0,00%",1,1,t,t,Centro,4,1,1,3,$371.00,2,1125,2,2,1125,1125,2.0,1125.0,t,21,51,81,356,4,0,0,4.75,5.0,f,1,1,0,0.06,,,,,,,,
"100,00%","100,00%",2,2,t,t,Jacarepaguá,5,2,2,2,$900.00,2,1125,2,3,1125,1125,2.1,1125.0,t,0,0,0,83,97,3,0,4.9,4.91,t,2,2,0,1.37,,,,,,,,
"100,00%","92,00%",5,5,t,t,Barra da Tijuca,4,1,1,1,$443.00,3,1125,3,6,1125,1125,3.2,1125.0,t,1,19,41,223,41,7,1,4.66,4.41,t,5,5,0,0.60,,,,,,,,
"20,00%","79,00%",5,5,t,f,Glória,2,1,1,2,$180.00,1,1125,1,1,1125,1125,1.0,1125.0,t,28,58,88,363,0,0,0,,,f,2,0,2,,,,,,,,,
"50,00%","0,00%",1,1,t,f,Leblon,6,2.5 ,3,4,"$1,500.00",1,1125,1,1,1125,1125,1.0,1125.0,t,28,58,83,358,0,0,0,,,f,1,1,0,,,,,,,,,
"100,00%",N/A,5,5,t,f,Barra da Tijuca,6,2,1,6,$397.00,2,20,2,2,20,20,2.0,20.0,t,30,60,90,365,1,0,0,5.0,5.0,f,2,0,0,0.02,,,,,,,,
N/A,N/A,1,1,t,f,Centro,5,1,2,2,$900.00,5,31,5,5,31,31,5.0,31.0,t,28,58,88,363,0,0,0,,,f,1,1,0,,,,,,,,,
N/A,N/A,2,2,t,t,Lagoa,9,4.5 ,4,4,"$4,000.00",4,90,4,4,90,90,4.0,90.0,t,0,5,35,310,1,0,0,5.0,5.0,t,1,1,0,0.02,,,,,,,,
"91,00%","100,00%",0,0,t,t,Ipanema,4,2,2,2,$594.00,2,30,2,2,1125,1125,2.0,1125.0,t,4,11,22,244,138,39,3,4.94,4.87,t,2,2,0,2.11,,,,,,,,
"0,00%",N/A,1,1,t,f,Barra da Tijuca,10,7,4,7,"$4,540.00",15,30,15,15,30,30,15.0,30.0,t,30,60,90,365,0,0,0,,,f,1,1,0,,,,,,,,,
"67,00%","0,00%",1,1,t,t,Recreio dos Bandeirantes,4,2,2,3,$314.00,1,1125,1,1,1125,1125,1.0,1125.0,t,22,52,82,353,3,0,0,4.67,4.33,f,1,1,0,0.05,,,,,,,,
"100,00%","100,00%",4,4,t,t,Centro,6,1,1,4,$223.00,1,1125,1,1,1125,1125,1.0,1125.0,t,3,33,58,321,211,29,5,4.91,4.74,t,1,1,0,3.09,,,,,,,,
"100,00%",N/A,1,1,t,f,Ipanema,7,3.5 ,3,7,"$5,000.00",12,1125,12,12,1125,1125,12.0,1125.0,t,15,45,75,350,1,0,0,5.0,5.0,f,1,1,0,0.02,,,,,,,,
"100,00%","96,00%",5,5,t,t,Itanhangá,2,1,1,1,$220.00,2,7,2,2,7,7,2.0,7.0,t,0,22,44,319,10,1,0,5.0,5.0,t,5,2,3,0.15,,,,,,,,
N/A,N/A,1,1,t,f,Maracanã,4,1,1,4,$600.00,5,60,5,5,60,60,5.0,60.0,t,28,58,88,363,0,0,0,,,f,1,0,0,,,,,,,,,
"0,00%",N/A,1,1,t,f,Barra da Tijuca,7,4,3,4,"$1,350.00",7,1125,7,7,1125,1125,7.0,1125.0,t,19,49,79,354,1,0,0,5.0,5.0,f,1,1,0,0.02,,,,,,,,
N/A,N/A,1,1,t,t,Barra da Tijuca,5,2.5 ,3,4,$690.00,4,1125,4,4,1125,1125,4.0,1125.0,t,0,0,0,0,5,0,0,5.0,4.4,t,1,1,0,0.09,,,,,,,,
"100,00%","100,00%",1,1,t,t,Laranjeiras,5,2,2,3,$313.00,6,180,6,7,1125,1125,6.1,1125.0,t,0,0,17,107,13,1,0,4.67,4.33,t,1,1,0,0.18,,,,,,,,
"100,00%","85,00%",2,2,t,t,Leblon,10,2.5 ,3,3,"$1,371.00",5,1125,5,5,1125,1125,5.0,1125.0,t,28,58,88,363,2,0,0,3.5,4.0,f,2,2,0,0.03,,,,,,,,
"0,00%",N/A,1,1,t,t,Santa Teresa,2,1,1,1,$300.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,177,1,0,0,5.0,5.0,f,1,1,0,0.02,,,,,,,,
"96,00%","88,00%",0,0,t,t,Botafogo,6,3,3,3,$907.00,2,365,2,4,365,365,2.1,365.0,t,22,52,75,350,0,0,0,,,f,1,1,0,,,,,,,,,
N/A,N/A,1,1,t,f,Botafogo,4,2,2,3,"$1,135.00",7,1125,7,7,1125,1125,7.0,1125.0,t,0,0,0,270,0,0,0,,,f,1,1,0,,,,,,,,,
"93,00%","33,00%",4,4,t,t,Copacabana,6,1.5 ,2,4,$434.00,10,1125,10,10,1125,1125,10.0,1125.0,t,2,18,48,323,1,0,0,5.0,5.0,f,2,1,1,0.01,,,,,,,,
"100,00%","97,00%",1,1,t,t,Centro,2,1,1,1,$159.00,2,89,2,2,89,89,2.0,89.0,t,11,30,48,227,53,11,4,4.94,4.85,t,1,1,0,0.74,,,,,,,,
N/A,N/A,1,1,t,t,Recreio dos Bandeirantes,8,4,3,8,"$3,405.00",7,30,7,7,30,30,7.0,30.0,t,30,60,90,365,0,0,0,,,f,1,1,0,,,,,,,,,
"90,00%","68,00%",0,0,t,t,Copacabana,4,1,1,3,$786.00,2,30,2,6,30,30,2.1,30.0,t,1,23,53,143,27,17,0,4.93,4.7,f,1,1,0,0.39,,,,,,,,
"100,00%","99,00%",16,16,t,t,Santa Teresa,2,1,,1,$293.00,1,1125,1,3,1125,1125,1.0,1125.0,t,8,38,68,342,76,29,3,4.83,4.7,t,15,11,0,1.37,,,,,,,,
"100,00%","100,00%",12,12,t,f,Recreio dos Bandeirantes,16,15,15,35,$100.00,1,90,1,1,90,90,1.0,90.0,t,29,59,89,364,5,0,0,3.5,4.5,f,11,7,4,0.07,,,,,,,,
"100,00%","78,00%",3,3,t,t,Flamengo,2,1,1,1,$89.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,3,0,0,5.0,5.0,f,3,0,3,0.04,,,,,,,,
"0,00%",N/A,1,1,t,f,Recreio dos Bandeirantes,2,1,1,1,"$1,175.00",3,1125,2,3,1125,1125,2.7,1125.0,t,30,60,90,365,0,0,0,,,f,1,0,1,,,,,,,,,
"100,00%","100,00%",1,1,t,f,Copacabana,6,1.5 ,2,4,$293.00,2,1125,2,5,1125,1125,2.1,1125.0,t,2,25,47,252,44,6,0,4.77,4.75,f,1,1,0,0.61,,,,,,,,
N/A,N/A,1,1,t,f,Jacarepaguá,4,2.5 ,2,4,"$1,000.00",10,30,10,10,30,30,10.0,30.0,t,28,58,88,88,0,0,0,,,f,1,1,0,,,,,,,,,
"98,00%","98,00%",48,48,t,t,Copacabana,6,2,3,3,$733.00,3,90,3,3,1125,1125,3.0,1125.0,t,3,13,34,126,37,8,0,4.7,4.76,t,36,36,0,0.63,,,,,,,,
"100,00%","94,00%",2,2,t,t,Copacabana,5,1,1,7,$189.00,3,900,3,3,900,900,3.0,900.0,t,1,1,1,1,16,0,0,4.63,4.56,f,2,2,0,0.25,,,,,,,,
N/A,N/A,2,2,t,t,Ipanema,1,1.5  ,1,1,$323.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,23,60,24,0,0,4.92,4.74,f,2,1,1,0.34,,,,,,,,
"88,00%","67,00%",3,3,t,t,Maria da Graça,2,2,1,1,$76.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,3,0,0,5.0,5.0,f,2,0,2,0.04,,,,,,,,
N/A,N/A,1,1,t,t,Ipanema,2,1.5 ,1,2,$250.00,3,6,3,3,6,6,3.0,6.0,t,0,0,24,299,4,0,0,5.0,5.0,f,1,0,1,0.06,,,,,,,,
"100,00%","100,00%",1,1,t,t,Ipanema,1,2,1,1,$158.00,3,1125,3,3,1125,1125,3.0,1125.0,t,8,15,15,193,12,0,0,5.0,4.92,f,1,0,1,0.17,,,,,,,,
"0,00%",N/A,2,2,t,f,Freguesia (Jacarepaguá),5,2,2,2,$400.00,1,1125,1,1,1125,1125,1.0,1125.0,t,29,59,89,364,0,0,0,,,f,2,1,1,,,,,,,,,
N/A,N/A,1,1,t,t,Recreio dos Bandeirantes,4,2.5 ,2,4,"$1,986.00",2,1125,2,2,1125,1125,2.0,1125.0,t,27,57,87,362,0,0,0,,,t,1,1,0,,,,,,,,,
"0,00%",N/A,1,1,t,f,Barra da Tijuca,4,2,2,4,$800.00,3,120,3,3,120,120,3.0,120.0,t,30,60,90,365,0,0,0,,,f,1,1,0,,,,,,,,,
N/A,N/A,1,1,t,f,Copacabana,6,1.5 ,3,3,$333.00,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,24,24,3,1,0,4.33,4.0,f,1,1,0,0.04,,,,,,,,
N/A,N/A,1,1,t,f,Sampaio,6,1,2,4,$153.00,3,1125,2,5,1125,1125,3.0,1125.0,t,10,37,60,301,20,14,3,4.75,4.6,t,1,1,0,0.90,,,,,,,,
"100,00%","100,00%",3,3,t,t,São Cristóvão,4,1,1,3,$176.00,1,1125,1,1,1125,1125,1.0,1125.0,t,20,47,70,345,143,22,0,4.78,4.85,t,3,0,3,2.03,,,,,,,,
"100,00%","100,00%",1,1,t,t,Laranjeiras,2,1,1,1,$95.00,20,1125,20,20,1125,1125,20.0,1125.0,t,1,21,51,51,33,2,0,4.85,4.79,f,1,1,0,0.48,,,,,,,,
"80,00%",N/A,2,2,t,t,Copacabana,6,2,3,1,$800.00,3,15,3,3,1125,1125,3.0,1125.0,t,11,11,11,11,0,0,0,,,f,1,1,0,,,,,,,,,
"100,00%","92,00%",4,4,t,t,Copacabana,4,1,1,3,$364.00,3,60,3,6,60,60,3.1,60.0,t,3,3,32,300,298,8,4,4.93,4.91,t,1,1,0,4.56,,,,,,,,
"33,00%","0,00%",1,1,t,f,Tijuca,4,1,2,2,$500.00,3,30,3,3,30,30,3.0,30.0,t,22,52,82,357,0,0,0,,,f,1,1,0,,,,,,,,,
"100,00%","29,00%",6,6,t,t,Jacarepaguá,1,1,1,1,$150.00,30,1125,30,30,1125,1125,30.0,1125.0,t,30,60,90,180,7,0,0,5.0,4.57,f,4,3,1,0.11,,,,,,,,
"100,00%","0,00%",1,1,t,t,Copacabana,2,1,1,2,$312.00,4,30,4,4,30,30,4.0,30.0,t,0,0,0,177,11,0,0,4.91,4.64,f,1,0,1,0.17,,,,,,,,
"100,00%",N/A,7,7,t,t,Copacabana,2,1,1,1,$609.00,5,90,5,5,90,90,5.0,90.0,t,30,60,90,365,6,0,0,4.5,4.75,f,7,1,6,0.08,,,,,,,,
"100,00%","60,00%",3,3,t,f,Copacabana,4,1,1,2,$295.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,7,1,0,4.57,4.71,f,1,1,0,0.13,,,,,,,,
N/A,N/A,3,3,t,f,São Conrado,4,2,2,3,$851.00,10,120,10,10,120,120,10.0,120.0,t,23,53,83,358,0,0,0,,,f,2,2,0,,,,,,,,,
N/A,N/A,3,3,t,f,São Conrado,6,3.5 ,3,4,"$5,675.00",7,1125,7,7,1125,1125,7.0,1125.0,t,27,57,87,362,0,0,0,,,f,2,2,0,,,,,,,,,
"100,00%","100,00%",2,2,t,t,Santa Teresa,9,3.5 ,3,3,"$1,586.00",2,1125,2,4,30,1125,2.0,1096.5,t,22,22,42,317,38,7,0,4.61,4.5,t,2,2,0,0.58,,,,,,,,
"90,00%","100,00%",1,1,t,t,Copacabana,7,3,3,4,"$3,973.00",3,1125,3,3,1125,1125,3.0,1125.0,t,1,1,25,205,37,1,0,4.72,4.66,t,1,1,0,0.52,,,,,,,,
"91,00%","93,00%",12,12,t,t,Ipanema,4,2,1,2,$547.00,3,89,3,3,89,89,3.0,89.0,t,4,24,46,144,27,13,2,4.74,4.78,f,11,11,0,0.42,,,,,,,,
"67,00%","100,00%",1,1,t,f,Ipanema,4,1.5 ,1,1,$255.00,3,89,3,3,89,89,3.0,89.0,t,9,17,17,21,25,1,0,4.63,4.54,f,1,1,0,0.36,,,,,,,,
